89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
89.871	37.781	107.11	90.514
